dia	mes	agno	personaje	texto
5	6	2021	156	5 de juny de 2002. Es va presentar oficialment l'AMIT (Associació de Dones Investigadores i Tecnòlogues). Aquesta associació promou l'accés igualitari de les dones a l'activitat investigadora en totes les branques del coneixement i en el sector tecnològic.
6	6	2021	157	6 de juny de 1907. Es va llançar Persil al mercat. Va ser el primer detergent de roba d'acció automàtica.
7	6	2021	158	7 de juny de 1886. Va néixer l'enginyer Henri Coandă. Va ser pioner de l'aviació i va construir el primer avió accionat per un motor a reacció.
8	6	2021	159	8 de juny de 2021. Dia Mundial dels Oceans. El seu objectiu és recordar-nos el paper que tenen els oceans en la vida quotidiana. Aquests són els pulmons del nostre planeta i produeixen la major part de l'oxigen que respirem.
9	6	2021	160	9 de juny de 1812. Va néixer l'astrònom Johann Gottfried Galle. Va descobrir Neptú seguint els càlculs i les indicacions d'Urbain Le Verrier.
10	6	2021	161	10 de juny de 1948. Es va efectuar la primera demostració de la televisió a Espanya. Va ser durant la Fira Internacional de Mostres de Barcelona.
11	6	2021	162	11 de juny de 1910. Va néixer l'oceanògraf i explorador Jacques-Yves Cousteau. És un dels divulgadors del món submarí més cèlebres. Ha gravat nombroses pel·lícules i documentals a bord del seu vaixell Calypso. També va ser una de les primeres persones que va defensar el medi marí front a la contaminació.
12	6	2021	163	12 de juny de 1985. Va néixer l'enginyer de software Blake Ross. És conegut per treballar en la creació dels navegadors Mozilla.
13	6	2021	164	13 de juny de 1868. Va néixer el físic Wallace Clement Sabine. Va ser el fundador de l'acústica arquitectònica i el consultor acústic del Boston's Symphony Hall. Aquesta sala de concerts es considera una de les millors del món per la seva excel·lent acústica.
14	6	2021	165	14 de juny de 1880. Va néixer el neurocientífic Nicolás Achúcarro. Va ser un dels deixebles de Ramón y Cajal i es va especialitzar en l'estudi de les cèl·lules glials.
15	6	2021	166	15 de juny de 1962. Es va descobrir que la talidomida causava deformacions en el desenvolupament fetal. Aquest sedant s'utilitzava per calmar les nàusees durant els primers mesos d'embaràs.
16	6	2021	167	16 de juny de 1963. La cosmonauta Valentina Tereshkova va ser la primera dona que va viatjar a l'espai.
17	6	2021	168	17 de juny de 2017. L'astronauta Sunita Williams es va convertir en la dona que més temps seguit havia estat a l'espai (a l'Estació Espacial Internacional), ja que va completar 188 dies i 4 hores fora de la Terra.
18	6	2021	169	18 de juny de 1466. Va néixer l'impressor Ottaviano Petrucci. Va inventar el sistema d'impressió de música per mitjà de tipus mòbils. Amb aquest sistema, el 1501 va imprimir la col·lecció de cançons Harmonice Musices Odhecaton. Aquesta va ser la primera edició de música impresa de la història.
19	6	2021	170	19 de juny de 1903. Va néixer la bioquímica Rebeca Gerschman. Va postular la teoria Gerschman sobre la toxicitat de l'oxigen mitjançant radicals lliures i va revolucionar l'ambient científic de l'època.
20	6	2021	171	20 de juny de 2019. La investigadora Margarita Salas va rebre el Premi a l'Inventor Europeu 2019. Entre les seves majors contribucions destaca la patent de l'ADN polimerasa viral, la més productiva del CSIC.
21	6	2021	172	21 de juny de 1997. Es va instaurar el Dia Internacional de l'Esclerosi Lateral Amiotròfica (ELA). Està impulsat per associacions de pacients de tot el món i té com a objectiu informar i sensibilitzar sobre aquesta malaltia encara incurable.
22	6	2021	173	22 de juny de 1939. Va néixer la cristal·lògrafa Ada Yonath. Va guanyar el Premi Nobel de química pels seus treballs pioners sobre l'estructura dels ribosomes.
23	6	2021	174	23 de juny de 1912. Va néixer el matemàtic, lògic i criptoanalista Alan Turing. Va ser pioner de la informàtica moderna.
24	6	2021	175	24 de juny de 1400. Va néixer Johannes Gutenberg. Va inventar la impremta amb tipus mòbils moderna.
25	6	2021	176	25 de juny de 1866. Va néixer Eloísa Díaz, la primera metgessa d'Amèrica del Sud. Com a directora del Servei Mèdic Escolar de Xile, Eloísa va aconseguir la vacunació de gran part de l'alumnat i va lluitar contra el raquitisme i la tuberculosi.
26	6	2021	177	26 de juny de 1974. El supermercat Marsh, a Ohio (Estats Units), va efectuar la primera lectura d'un codi de barres al món. Va ser un paquet de xiclets.
27	6	2021	178	27 de juny de 1915. Va néixer la física Traude Bernert. Al costat de la química Berta Karlik, van identificar els isòtops 215, 216 i 218 de l'àstat. També van descobrir que aquest element es produïa durant la descomposició del radi, el tori i l'actini.
28	6	2021	179	28 de juny de 2013. Es va inventar, al MIT, un dispositiu de visió de raigs X de mà que detecta el moviment a través de les parets.
29	6	2021	180	29 de juny de 1954. Stanley Cohen, Rita Levi-Montalcini i Viktor Hamburger van publicar el descobriment del primer factor de creixement nerviós. Els dos primers van rebre el Premi Nobel de Medicina o Fisiologia el 1986.
30	6	2021	181	30 de juny de 1905. Albert Einstein va publicar "Sobre l'electrodinàmica dels cossos en moviment". Seria l'inici de la teoria de la relativitat especial.
1	7	2021	182	1 de juliol de 1935. Va néixer la biòloga i oceanògrafa Josefina Castellví. Va ser la primera espanyola que va participar en una expedició internacional a l'Antàrtida. Va col·laborar en la instal·lació de la primera base antàrtica espanyola.
2	7	2021	183	2 de juliol de 1982. Richard Walters Lawrence va lligar 45 globus d'heli a una cadira de jardí i aquesta es va elevar a més de 4.500 m. Frustrat per no haver pogut ser pilot de les Forces Aèries dels EUA, va decidir volar pel seu compte d'aquesta manera tan especial.
3	7	2021	184	3 de juliol de 1865. Va néixer la professora Mary A. Kingsbury. Va estar a càrrec de la biblioteca de l'Institut Erasmus Hall i es va convertir en la primera bibliotecària escolar de la història.
4	7	2021	185	4 de juliol de 2019. Es va presentar PRISMA al Museu Nacional de Ciències Naturals de Madrid. PRISMA és l'Associació per a la Diversitat Afectiu-sexual i de Gènere en Ciència, Tecnologia i Innovació. El seu objectiu és augmentar la visibilitat del col·lectiu LGTBIQA+ en el món científic.
5	7	2021	186	5 de juliol de 1904. Va néixer el biòleg Ernst Walter Mayr. Va ser líder en el desenvolupament del neodarwinisme, que integra la teoria de l'evolució i els coneixements en el camp de la genètica.
6	7	2021	187	6 de juliol de 1885. Louis Pasteur va administrar la vacuna de la ràbia a Josef Meister, un nen de 9 anys a qui havia mossegat un gos rabiós. Va ser una actuació de risc perquè Pasteur no tenia la titulació de metge i la vacuna no estava encara aprovada. No obstant, gràcies a això, va salvar la vida de Josef.
7	7	2021	188	7 de juliol de 1924. Va néixer la neurocientífica i psicòloga Natalia Petrovna Bekhtereva. Va posar en marxa un mètode complex per estudiar els mecanismes cerebrals del pensament, la memòria, les emocions i la creativitat.
8	7	2021	189	8 de juliol de 1926. Va néixer la psiquiatra Elizabeth Kubler-Ross. És reconeguda com la principal autoritat en psicologia de la mort.
9	7	2021	190	9 de juliol de 2015. Un equip d'investigació de l'IGME, la Universitat Complutense i la de Barcelona va trobar una mosca de fa 105 milions d'anys en perfecte estat de conservació. La mosca s'havia conservat en ambre a la cova d'El Soplao (Cantàbria) i encara portava una càrrega de pol·len al seu abdomen.
10	7	2021	191	10 de juliol de 2020. El CSIC va desenvolupar nanosondes amb aplicacions en el diagnòstic i el tractament de malalties. Les nanosondes poden utilitzar-se per detectar els primers estadis d'una malaltia, per dirigir fàrmacs de forma focalitzada i com a transportadors d'ADN o de virus.
11	7	2021	192	11 de juliol de 1901. Va néixer la neurofisiòloga Angélique Arvanitaki. Al costat de Nick Chalazonitis va investigar l'activitat elèctrica de les neurones utilitzant les fibres nervioses del caragol comú.
12	7	2021	193	12 de juliol de 1764. Va tenir lloc el primer albirament d'una nebulosa. La va descobrir l'astrònom Charles Messier i li va posar el número 27 del seu catàleg (M27). També es coneix com a nebulosa Dumbbell.
13	7	2021	194	13 de juliol de 1923. Es va reconèixer per primera vegada l'existència d'ous de dinosaure fossilitzats. El descobriment va tenir lloc al desert del Gobi. Inicialment es creia que pertanyien a Protoceratops, però el 1995 es va determinar que pertanyen a Oviraptor.
14	7	2021	195	14 de juliol de 1862. Va néixer l'experta en cristal·lografia, mineralogia i petrografia Florence Bascom. Va ser la primera geòloga dels EUA.
15	7	2021	196	15 de juliol de 1799. Durant la campanya de Napoleó a Egipte, es va descobrir la pedra de Rosetta. Aquesta pedra està inscrita en grec, jeroglífic i demòtic, i és la clau que permet desxifrar els jeroglífics egipcis.
16	7	2021	197	16 de juliol de 2020. La missió Solar Orbiter, de l'Agència Espacial Europea (ESA) i la NASA, amb participació del CSIC, va obtenir el primer mapa magnètic del Sol. El camp magnètic solar és responsable dels fenòmens que observem al Sol, com les taques, les tempestes o el vent solar.
17	7	2021	198	17 de juliol de 1819. Va néixer la climatòloga i inventora Eunice Newton Foote. Va ser una pionera en la investigació de l'efecte hivernacle. Es va anticipar tres anys als experiments de John Tyndall, a qui es considerava descobridor de l'efecte del CO2 en l'atmosfera.
18	7	2021	199	18 de juliol de 1881. Va néixer la pedagoga i humanista María de Maeztu. Va ser directora d'importants institucions pedagògiques en l'ensenyament de dones (la Residència Internacional de Senyoretes, l'Institut-Escola i el Lyceum Club Femení). Va treballar perquè les seves alumnes tinguessin una formació intel·lectual que fomentés la responsabilitat civil i la participació igualitària i integral en la societat.
19	7	2021	200	19 de juliol de 1945. Va néixer la genetista Nancy Wexler. Va col·laborar en el descobriment de la localització del gen que causa la malaltia de Huntington.
20	7	2021	201	20 de juliol de 1969. El mòdul lunar d'Apollo 11, anomenat Eagle, va aterrar amb èxit a la Lluna.
21	7	2021	202	21 de juliol de 2013. Es va desenvolupar una pell electrònica sensible i flexible que imita la pell humana real. Aquesta pell pot detectar i respondre a diferents nivells de pressió.
22	7	2021	203	22 de juliol de 1871. Es va col·locar la primera pedra del pont ferroviari Tay (Escòcia). Va ser el pont més llarg del món en la seva època.
23	7	2021	204	23 de juliol de 2020. Un estudi amb participació del CSIC va revelar una reducció del 50% del soroll sísmic generat per l'activitat humana. Aquesta reducció es va produir a conseqüència de les mesures de confinament per la pandèmia del coronavirus.
24	7	2021	205	24 de juliol de 2009. Es va inaugurar el Gran Telescopio Canarias, a l'Observatori del Roque de los Muchachos. Es va convertir en el telescopi òptic més gran de món.
25	7	2021	206	25 de juliol de 1938. Va néixer la psicòloga Davida Teller. El seu treball va contribuir a la comprensió del desenvolupament visual infantil.
26	7	2021	207	26 de juliol de 2005. Es va celebrar el primer Dia Internacional per a la defensa de l'ecosistema manglar.
27	7	2021	208	27 de juliol de 1995. La professora Sheila Rowan va presentar la seva tesi doctoral sobre les ones gravitacionals.
28	7	2021	209	28 de juliol de 1635. Va néixer el científic anglès Robert Hooke. Va ser la primera persona que va descriure la vida microscòpica en el seu llibre Micrographia. Aquest llibre conté per primera vegada la paraula cèl·lula.
29	7	2021	210	29 de juliol de 1796. Va néixer l'inventor Walter Hunt. És conegut per haver creat l'imperdible.
30	7	2021	211	30 de juliol de 1889. Va néixer l'enginyer Vladimir Zworykin. Va inventar el tub de raigs catòdics i, per això, se'l coneix com el pare de la televisió.
31	7	2021	212	31 de juliol de 1923. Va néixer la química Stephanie Kwolek. Va sintetitzar per primera vegada el Kevlar, un polímer que s'usa en la fabricació de pneumàtics, espelmes nàutiques o armilles antibales per la lleugeresa i extraordinària resistència.
1	8	2021	213	1 de agost de 1920. Va néixer Henrietta Lacks. Als 31 anys va morir per un càncer de cèrvix i va ser donant involuntària de les seves cèl·lules canceroses. Amb elles es va desenvolupar una línia de cultiu cel·lular immortal anomenada HeLa, acrònim del seu nom, amb la qual s'han realitzat desenes de milers d'estudis científics.
2	8	2021	214	2 de agost de 1941. Va néixer el biòleg Jules Hoffmann. Va rebre el Premi Nobel pels seus estudis en el camp de la immunologia. Aquests treballs van revolucionar la comprensió del sistema immune mitjançant el descobriment de principis fonamentals per a la seva activació.
3	8	2021	215	3 de agost de 1958. El submarí atòmic Nautilus va passar sota l'escorça gelada de l'oceà Àrtic, des de l'oceà Pacífic fins a l'Atlàntic.
4	8	2021	216	4 de agost de 1932. Va néixer la informàtica Frances Elizabeth Allen. El 2006 es va convertir en la primera dona guanyadora del Premi Turing.
5	8	2021	217	5 de agost de 2013. Una companyia japonesa va desenvolupar una tireta reutilitzable per tractar la hipertensió arterial crònica mitjançant l'alliberament continu de bisoprolol.
6	8	2021	218	6 de agost de 1991. El científic de la computació Tim Berners-Lee va posar en línia el primer servidor web. Aquest servidor es trobava a l'Organització Europea per a la Recerca Nuclear (CERN).
7	8	2021	219	7 de agost de 1933. Va néixer la politòloga Elinor Ostrom. Va ser la primera dona que va obtenir el Premi Nobel d'Economia, el 2009. Va estudiar com les persones interactuen per mantenir a llarg termini els nivells de producció de recursos comuns.
8	8	2021	220	8 de agost de 1948. Va néixer l'enginyera i cosmonauta Svetlana Savítskaya. Va ser la primera dona que va fer dos viatges a l'espai exterior i que va caminar pel mateix.
9	8	2021	221	9 de agost de 1966. Va néixer l'investigador Glenn Postolski. Els seus treballs en el camp de les ciències socials es centren en les polítiques de mitjans massius i el dret a la comunicació.
10	8	2021	222	10 de agost de 2017. Un equip de l'IGME va obtenir la primera seqüència d'imatges acústiques de les plomes volcàniques que s'emeten durant l'erupció d'un volcà submarí. L'estudi es va realitzar prop de l'illa d'El Hierro.
11	8	2021	223	11 de agost de 1858. Va néixer el Premi Nobel Christiaan Eijkman. És conegut per ser el descobridor de la importància de les vitamines en la dieta. Va descobrir la vitamina B1.
12	8	2021	224	12 de agost de 1898. Va néixer la geòloga marina María Vasílievna Kliónova. Va ser la primera dona que va investigar a l'Antàrtida.
13	8	2021	225	13 de agost de 1797. Va néixer l'enginyer i geòleg Casiano de Prado. El 1862, va participar en el descobriment de les primeres troballes paleolítiques de la península Ibèrica, a la vall del Manzanares.
14	8	2021	226	14 de agost de 1777. Va néixer Hans Christian Oersted. Va ser el físic que va descobrir l'electromagnetisme.
15	8	2021	227	15 de agost de 1896. Va néixer la bioquímica Gerty Cori. Al costat del seu marit Carl, va descobrir el mecanisme de la conversió catalítica del glucogen (el cicle de Cori). Va ser la primera dona que va guanyar el Premi Nobel en Fisiologia i Medicina.
16	8	2021	228	16 de agost de 1884. Va néixer el pioner de la ciència-ficció Hugo Gernsback. El seu enginy i imaginació van ser desbordants i va registrar multitud de patents. Per exemple: un instrument per captar millor el so a la ràdio, un nou mètode de depilació sense cera o una plataforma d'aterratge per a màquines voladores.
17	8	2021	229	17 de agost de 1737. Va néixer l'agrònom, higienista i nutricionista Antoine Parmentier. Gràcies al seu treball, es van anul·lar les lleis que prohibien el cultiu de la patata. Fins llavors, gairebé tots els països europeus consideraven que la patata no era comestible.
18	8	2021	230	18 de agost de 1824. Es va fundar el Reial Conservatori d'Arts i Oficis, que emmagatzema tota la informació tecnològica i és el registre de la propietat intel·lectual.
19	8	2021	231	19 de agost de 1790. Va néixer el rellotger Edward John Dent. És reconegut per la creació de rellotges de gran precisió i cronòmetres marins. Entre els seus rellotges més famosos es troba el Big Ben de Londres.
20	8	2021	232	20 de agost de 1994. El continent americà va quedar declarat lliure de poliomielitis gràcies a les campanyes de vacunació.
21	8	2021	233	21 de agost de 1961. Va néixer la neurobiòloga Mara Dierssen. És una experta mundial en el camp de la neurobiologia i la farmacologia, i una de les investigadores més destacades en la síndrome de Down.
22	8	2021	234	22 de agost de 1945. Va morir la fisiològica Ida Henrietta Hyde. Va desenvolupar un microelèctrode prou potent per a estimular teixits i prou petit per a extreure teixit d'una cèl·lula.
23	8	2021	235	23 de agost de 1931. Va néixer el microbiòleg Hamilton O. Smith. Va rebre el Premi Nobel pels seus treballs sobre enzims de restricció, capaços de tallar els àcids nucleics en punts concrets.
24	8	2021	236	24 de agost de 1890. Va néixer la bacteriòloga Pearl Louella Kendrick. És coneguda per desenvolupar la primera vacuna contra la tos ferina. Ho va fer en col·laboració amb l'experta en salut pública Grace Eldering i la química Loney Gordon.
25	8	2021	237	25 de agost de 1900. Va néixer el Premi Nobel Hans Adolf Krebs. Va donar nom al cicle de Krebs, una ruta metabòlica que permet l'obtenció d'energia per a les cèl·lules aeròbies.
26	8	2021	238	26 de agost de 1860. Va néixer l'enginyer i arqueòleg Luis Siret y Cels. Va descobrir els primers jaciments de la cultura argàrica al sud-est espanyol. La societat argàrica va ser una de les de major rellevància a l'Europa del III i II mil·lenni a.e.c.
27	8	2021	239	27 de agost de 1956. La central nuclear de Calder Hall es va convertir en la primera del Regne Unit que va subministrar electricitat a la població civil.
28	8	2021	240	28 de agost de 2013. Es van cultivar cervells humans en miniatura, de la mida d'un pèsol, a partir de cèl·lules mare.
29	8	2021	241	29 de agost de 2019. El major estudi realitzat per esbrinar la importància dels gens en la conducta sexual va confirmar que no hi ha un únic gen de l'homosexualitat i va posar de manifest la complexitat de la sexualitat humana.
30	8	2021	242	30 de agost de 1984. La nau espacial Discovery es va enlairar per primera vegada. Va arribar a realitzar 39 missions per a la NASA.
31	8	2021	243	31 de agost de 1912. Va néixer l'investigador Robert F. Borkenstein. Va investigar la influència del consum d'alcohol en els accidents de trànsit. Va inventar l'alcoholímetre, un instrument revolucionari per mesurar el nivell d'alcohol en l'aire espirat.
1	9	2021	244	1 de setembre de 1914. Va morir Martha, l'últim colom migratòri (Ectopistes migratorius). Tenia 29 anys i vivia en captivitat al zoològic de Cincinnati (EUA). En només un segle va passar de ser l'au més abundant d'Amèrica del Nord a extingir-se.
2	9	2021	245	2 de setembre de 1948. Va néixer la professora de secundària Christa Corrigan McAuliffe. Va ser seleccionada entre més d'11.000 sol·licitants per participar en el Projecte Professor a l'Espai de la NASA. Christa planejava realitzar experiments i ensenyar lliçons des de l'espai. El transbordador espacial en què viatjava va explotar 72 segons després de l'enlairament.
3	9	2021	246	3 de setembre de 1938. Va néixer el químic Ryōji Noyori. Va guanyar el Premi Nobel per les seves investigacions sobre la catàlisi. Els seus mètodes es fan servir, per exemple, per a la producció de mentol.
4	9	2021	247	4 de setembre de 1998. Larry Page i Sergei Brin van fundar Google. El cercador va començar a desenvolupar-se el 1996 com un projecte d'investigació, quan ells dos eren estudiants de doctorat.
5	9	2021	248	5 de setembre de 1885. Es va instal·lar la primera benzinera. Va ser a un garatge d'Indiana (Estats Units).
6	9	2021	249	6 de setembre de 1860. Va néixer la sociòloga i Premi Nobel de la Pau Jane Addams. Va ser pionera en la professió de treball social i va fundar la casa d'acollida Hull House, que també servia com a institució sociològica per a dones. Els seus treballs van tenir gran influència sobre l'escola de sociologia de Chicago.
7	9	2021	250	7 de setembre de 2016. Investigadors de l'IGME, l'Institut de Ciències del Mar (CSIC) i la Universitat de Las Palmas de Gran Canaria van descobrir que l'illa d'El Hierro va perdre el 40% del seu volum durant un enorme esfondrament de terra. El mega lliscament va tenir lloc fa 80.000 anys.
8	9	2021	251	8 de setembre de 1871. Va néixer la inventora i pianista Mary Elizabeth Hallock-Greenewalt. Les seves patents van permetre el desenvolupament del Sarabet, un òrgan de color. Aquest instrument emetia llums de colors amb intensitats i matisos que estaven sincronitzats amb la música.
9	9	2021	252	9 de setembre de 1936. Va néixer la microbiòloga molecular Daisy Roulland-Dussoix. Va col·laborar en el descobriment dels enzims de restricció.
10	9	2021	253	10 de setembre de 1984. Es va posar a punt la tècnica d'empremta genètica, que permet identificar les persones segons el seu ADN. Aquesta tècnica va començar a utilitzar-se en criminologia poc després.
11	9	2021	254	11 de setembre de 1942. Va néixer l'economista i historiadora econòmica Deirdre McCloskey. Les seves investigacions inclouen l'estudi dels orígens del món modern, el mal ús de la significació estadística en l'economia i altres ciències, i l'estudi del capitalisme.
12	9	2021	255	12 de setembre de 1958. L'enginyer elèctric Jack Kilby va presentar el primer circuit integrat del món. Els circuits integrats també es coneixen com a xips o microxips.
13	9	2021	256	13 de setembre de 1956. L'empresa IBM va presentar el primer ordinador comercial que utilitzava emmagatzematge en disc.
14	9	2021	257	14 de setembre de 1849. Va néixer el fisiòleg i Premi Nobel Iván Pávlov. Va descriure en gossos el model d'estímul-resposta o condicionament de Pávlov.
15	9	2021	258	15 de setembre de 1885. Constantin Fahlberg va patentar la sacarina. Aquest edulcorant es va sintetitzar per primera vegada a partir de derivats del quitrà d'hulla.
16	9	2021	259	16 de setembre de 1884. Es va realitzar la primera operació amb anestèsia local. Gràcies al seu èxit, va començar el seu ús generalitzat en odontologia.
17	9	2021	260	17 de setembre de 1857. Va néixer el físic i matemàtic Konstantín Tsiolkovski. Era sord des dels 10 anys i completament autodidacta. Els seus treballs van permetre posar en òrbita el primer satèl·lit artificial i el primer viatge d'una persona a l'espai.
18	9	2021	261	18 de setembre de 1819. Va néixer el físic Jean Foucault. Va inventar el giroscopi i el pèndol que demostra la rotació de la Terra.
19	9	2021	262	19 de setembre de 1991. Es van descobrir les restes momificades d'una persona paleolítica (Ötzi) a la glacera Similaun dels Alps, a la frontera entre Itàlia i Àustria.
20	9	2021	263	20 de setembre de 1906. Va néixer la matemàtica Vera Faddéyeva. Va publicar alguns dels primers treballs sobre àlgebra lineal.
21	9	2021	264	21 de setembre de 1866. Va néixer el metge i microbiòleg Charles Nicolle. Va guanyar el Premi Nobel per descobrir que els polls eren els principals transmissors del tifus.
22	9	2021	265	22 de setembre de 1863. Va néixer el microbiòleg Alexandre Yersin. Va ser codescobridor del bacteri responsable de la pesta bubònica, que s'anomena Yersinia pestis en honor seu.
23	9	2021	266	23 de setembre de 1889. Es va fundar Nintendo. En els seus inicis era una fàbrica de baralles de cartes japoneses. El 1975 va començar a desenvolupar videojocs i, actualment, és una de les majors empreses de hardware i software d'entreteniment.
24	9	2021	267	24 de setembre de 1905. Va néixer el metge i científic espanyol Severo Ochoa. Va guanyar el Premi Nobel pels seus estudis pioners sobre la síntesi de l'àcid ribonucleic (ARN).
25	9	2021	268	25 de setembre de 1899. Va néixer la neuròloga Margaret Kennard. És coneguda pels seus estudis sobre els efectes del dany neurològic en els primats.
26	9	2021	269	26 de setembre de 2013. El Curiosity Rover de la NASA va detectar una gran quantitat d'aigua de fàcil accés al cràter Gale de Mart.
27	9	2021	270	27 de setembre de 1818. Va néixer l'inventor Cosme García. Va ser el primer espanyol que va patentar un prototip de submarí. Un cop construït, aquest submergible va ser provat amb èxit al port d'Alacant el 1860.
28	9	2021	271	28 de setembre de 1889. La primera Conferència General de Pesos i Mesures va definir la longitud d'un metre com la distància entre dues línies en una barra fabricada amb un aliatge de platí amb 10% d'iridi, mesurada al punt de fusió del gel.
29	9	2021	272	29 de setembre de 1938. Va néixer el físic Enrico Fermi. El 1938, va rebre el Premi Nobel de Física pels seus treballs sobre radioactivitat induïda. Quatre anys després, va realitzar la primera reacció nuclear d'origen humà.
30	9	2021	273	30 de setembre de 2009. L'Observatori Astronòmic de Mallorca va anunciar el descobriment de l'estel '2009QG31 La Sagra', més enllà de l'òrbita de Mart.
1	10	2021	274	1 de octubre de 1883. Va tenir lloc el primer assaig de comunicació per telèfon a Espanya. La línia estava entre el Palau Real i els Ministeris a Madrid.
2	10	2021	275	2 de octubre de 1846. Va començar a funcionar la línia de telegrafia òptica de Castella, que anava des de Madrid fins a Irún. Va ser ideada per José María Mathé.
3	10	2021	276	3 de octubre de 1946. La química i cristal·lògrafa Rosalind Franklin va publicar el seu doctorat sobre química del carbó. El treball va ser clau per a comprendre l'estructura molecular de l'ADN.
4	10	2021	277	4 de octubre de 1949. Va néixer el bioquímic Mariano Barbacid. Va aïllar el primer oncogen humà (H-ras). Els oncogens són els responsables de què una cèl·lula normal es transformi en una cèl·lula maligna que desenvoluparà un càncer.
5	10	2021	278	5 de octubre de 1963. Va néixer el microbiòleg Francisco Juan Martínez Mojica. Va descobrir les seqüències repetides CRISPR en arquees. La tecnologia CRISPR-Cas d'edició genètica es basa en part en aquest descobriment.
6	10	2021	279	6 de octubre de 1897. Va néixer la bioquímica Florence Barbara Seibert. Va desenvolupar un mètode per purificar la proteïna derivada de la tuberculina (PPD-S). Això va permetre la creació d'un test fiable per a la tuberculosi.
7	10	2021	280	7 de octubre de 1948. Va néixer la naturalista i escriptora Diane Ackerman. Les seves obres de divulgació científica uneixen la poesia i un estil senzill, el que li ha potenciat un gran èxit editorial.
8	10	2021	281	8 de octubre de 1958. El cirurgià suec Ake Senning va implantar el primer marcapassos.
9	10	2021	282	9 de octubre de 1902. La comunitat científica internacional va reconèixer l'autenticitat de l'art paleolític de la cova d'Altamira. Aquestes pintures havien estat descobertes per la nena María Sanz de Sautuola quan visitava la cova en companyia del seu pare Marcelino.
10	10	2021	283	10 de octubre de 1966. Va néixer la química Carolyn Bertozzi. Va estudiar el paper dels glúcids en malalties com el càncer, l'artritis o la tuberculosi.
11	10	2021	284	11 de octubre de 1755. Va néixer el químic Fausto Delhuyar. Al costat del seu germà Juan José, també químic, van ser els primers a aïllar el wolframi (nombre atòmic 74 a la Taula Periòdica). Aquest metall és molt escàs i molt cobejat per les seves múltiples aplicacions.
12	10	2021	285	12 de octubre de 1920. Va néixer la microbiòloga Leslie Barnett. Va col·laborar en alguns dels avenços i descobriments més importants sobre l'estructura i les funcions dels gens.
13	10	2021	286	13 de octubre de 1914. Garret Morgan va patentar la màscara de gas. Uns anys després, aquest inventor va crear el semàfor automàtic amb llum d'advertència.
14	10	2021	287	14 de octubre de 1865. Va néixer la genetista Edith Rebecca Saunders. Va jugar un paper important en el redescobriment de les lleis de l'herència mendeliana i la comprensió de la genètica de les plantes.
15	10	2021	288	15 de octubre de 1902. Va néixer la mèdica Amparo Poch y Gascón. Es va especialitzar en puericultura i va realitzar una gran tasca educativa entre les classes socials més modestes per evitar malalties de tipus veneri.
16	10	2021	289	16 de octubre de 1969. Doñana es va convertir en Parc Nacional. El seu aiguamoll és lloc de pas, cria i hivernació per a milers d'aus europees i africanes.
17	10	2021	290	17 de octubre de 1919. Va començar a funcionar la primera línia de metro d'Espanya. Discorria entre la Puerta del Sol i Cuatro Caminos, a Madrid.
18	10	2021	291	18 de octubre de 1799. Va néixer el químic Christian Schoenbein. Va descobrir la nitrocel·lulosa i va posar nom a l'ozó.
19	10	2021	292	19 de octubre de 1924. Va néixer la patòloga Rosemary Bamforth. Va establir el vincle entre la mort per càncer de treballadors de vaixells i l'exposició a l'amiant.
20	10	2021	293	20 de octubre de 1850. Va néixer la naturalista Alice Blanche Balfour. Va treballar en el camp de l'entomologia i va ser pionera en genètica. Va estudiar com s'hereta el patró de ratlles de les zebres.
21	10	2021	294	21 de octubre de 1879. Thomas Edison va presentar la bombeta elèctrica.
22	10	2021	295	22 de octubre de 1949. Va néixer el metge Rafael Matesanz. El 1989 va fundar l'Organització Nacional de Trasplantaments (ONT), on es van establir els protocols responsables de què Espanya sigui líder mundial en trasplantaments.
23	10	2021	296	23 de octubre de 1887. L'Armada Espanyola va començar a construir el submarí Peral. Aquest submergible torpediner a propulsió elèctrica va ser el primer submarí militar de la història.
24	10	2021	297	24 de octubre de 1924. Va néixer la bioquímica i especialista en cereals Evangelina Villegas. Amb el seu col·lega Surinder K. Vasal, va desenvolupar la proteïna de blat de moro d'alta qualitat, per la qual van obtenir el Premi Mundial d'Aliments.
25	10	2021	298	25 de octubre de 1906. Santiago Ramón y Cajal va rebre la notificació de què havia guanyat el premi Nobel de Medicina. Segons sembla, la seva primera reacció va ser comentar que es tractava d'una broma dels estudiants. L'endemà ho va llegir als diaris.
26	10	2021	299	26 de octubre de 1878. Va néixer el matemàtic Sixto Cámara Tecedor. Va ser cofundador de l'Associació Espanyola per al Progrés de les Ciències, la Societat Matemàtica Espanyola i el Laboratori i Seminari Matemàtic de la Junta per a l'Ampliació d'Estudis.
27	10	2021	300	27 de octubre de 1904. Philip Downing va inventar l'apartat de correus, encara en ús en l'actualitat.
28	10	2021	301	28 de octubre de 1848. S'inaugura el primer ferrocarril de la península Ibèrica. Connectava Barcelona amb Mataró i la seva construcció va obligar a perforar el primer túnel ferroviari d'Espanya.
29	10	2021	302	29 de octubre de 1969. Dos ordinadors de diferents universitats californianes van aconseguir connectar-se i enviar un missatge a través d'un nou protocol, ARPANET. Aquesta xarxa és la precursora d'Internet.
