dia	mes	agno	personaje	texto
12	6	2021	163	12 de xuño de 1985. Naceu o enxeñeiro de sóftware Blake Ross. É coñecido por traballar na creación dos navegadores Mozilla.
13	6	2021	164	13 de xuño de 1868. Naceu o físico Wallace Clement Sabine. Foi o fundador da acústica arquitectónica e o consultor acústico do Boston's Symphony Hall. Esta sala de concertos considérase unha das mellores do mundo pola súa excelente acústica.
14	6	2021	165	14 de xuño de 1880. Naceu o neurocientífico Nicolás Achúcarro. Foi un dos discípulos de Ramón y Cajal e especializouse no estudo das células gliais.
15	6	2021	166	15 de xuño de 1962. Descubriuse que a talidomida causaba deformacións no desenvolvemento fetal. Este sedante utilizábase para calmar as náuseas durante os primeiros meses de embarazo.
16	6	2021	167	16 de xuño de 1963. A cosmonauta Valentina Tereshkova foi a primeira muller en viaxar ao espazo.
17	6	2021	168	17 de xuño de 2017. A astronauta Sunita Williams converteuse na muller que máis tempo seguido estivo no espazo (na Estación Espacial Internacional), ao completar 188 días e 4 horas fóra da Terra.
18	6	2021	169	18 de xuño de 1466. Naceu o impresor Ottaviano Petrucci. Inventou o sistema de impresión de música por medio de tipos móbiles. Con este sistema, en 1501 imprimiu a colección de cancións Harmonice Musices Odhecaton. Esta foi a primeira edición de música impresa da historia.
19	6	2021	170	19 de xuño de 1903. Naceu a bioquímica Rebeca Gerschman. Postulou a teoría Gerschman sobre a toxicidade do osíxeno mediante radicais libres e revolucionou o ambiente científico da época.
20	6	2021	171	20 de xuño de 2019. A investigadora Margarita Salas recibiu o Premio ao Inventor Europeo 2019. Entre as súa maiores achegas salienta a patente da DNA polimerase viral, a máis produtiva do CSIC.
21	6	2021	172	21 de xuño de 1997. Instaurouse o Día Internacional da Esclerose Lateral Amiotrófica (ELA). Está impulsado por asociacións de pacientes de todo o mundo e ten como obxectivo informar e sensibilizar sobre esta doenza aínda incurable.
22	6	2021	173	22 de xuño de 1939. Naceu a cristalógrafa Ada Yonath. Gañou o Premio Nobel de Química polos seus traballos pioneiros verbo da estrutura dos ribosomas.
23	6	2021	174	23 de xuño de 1912. Naceu o matemático, lóxico e criptoanalista Alan Turing. Foi o pioneiro da informática moderna.
24	6	2021	175	24 de xuño de 1400. Naceu Johannes Gutenberg. Inventou a imprenta con tipos móbiles moderna.
25	6	2021	176	25 de xuño de 1866. Naceu Eloísa Díaz, a primeira médica de América do Sur. Como directora do Servizo Médico Escolar de Chile, Eloísa logrou a vacinación de gran parte do alumnado e loitou contra o raquitismo e a tuberculose.
26	6	2021	177	26 de xuño de 1974. O supermercado Marsh, en Ohio (Estados Unidos), efectuou a primeira lectura dun código de barras no mundo. Foi un paquete de gomas de mascar.
27	6	2021	178	27 de xuño de 1915. Naceu a física Traude Bernert. Xunto á química Berta Karlik, identificaron os isótopos 215, 216 e 218 do ástato. Tamén descubriron que este elemento se producía durante a descomposición do raio, do torio e do actinio.
28	6	2021	179	28 de xuño de 2013. Inventouse, no MIT, un dispositivo de visión de raios X de man que detecta o movemento a través das paredes.
29	6	2021	180	29 de xuño de 1954. Stanley Cohen, Rita Levi-Montalcini e Viktor Hamburger publicaron o descubrimento do primeiro factor de crecemento nervioso. Os dous primeiros recibiron o Premio Nobel de Fisioloxía ou Medicina en 1986.
30	6	2021	181	30 de xuño de 1905. Albert Einstein publicou “Sobre a electrodinámica dos corpos en movemento". Sería o inicio da teoría da relatividade especial.
1	7	2021	182	1 de xullo de 1935. Naceu a bióloga e oceanógrafa Josefina Castellví. Foi a primeira española en participar nunha expedición internacional na Antártida. Colaborou na instalación da primeira base antártica española.
2	7	2021	183	2 de xullo de 1982. Richard Walters Lawrence atou 45 globos de helio a unha cadeira de xardín e esta elevouse a máis de 4.500 m. Frustrado por non ter podido ser piloto das Forzas Aéreas de EE.UU., decidiu voar pola súa conta deste xeito tan especial.
3	7	2021	184	3 de xullo de 1865. Naceu a profesora Mary A. Kingsbury. Estivo a cargo da biblioteca do Instituto Erasmus Hall e converteuse na primeira bibliotecaria escolar da historia.
4	7	2021	185	4 de xullo de 2019. Presentouse PRISMA no Museo Nacional de Ciencias Naturais de Madrid. PRISMA é a Asociación para a Diversidade Afectivo-Sexual e de Xénero en Ciencia, Tecnoloxía e Innovación. O seu obxectivo é aumentar a visibilidade do colectivo LGTBIQA+ no mundo científico.
5	7	2021	186	5 de xullo de 1904. Naceu o biólogo Ernst Walter Mayr. Foi líder no desenvolvemento do neodarwinismo, que integra a teoría da evolución e os coñecementos no campo da xenética.
6	7	2021	187	6 de xullo de 1885. Louis Pasteur administrou a vacina da rabia a Josef Meister, un neno de 9 anos ao que trabara un can rabioso. Foi unha actuación de risco porque Pasteur non tiña a titulación de médico e a vacina non estaba aínda aprobada. No entanto, grazas a isto, salvou a vida de Josef.
7	7	2021	188	7 de xullo de 1924. Naceu a neurocientífica e psicóloga Natalia Petrovna Bekhtereva. Puxo en marcha un método complexo para estudar os mecanismos cerebrais do pensamento, a memoria, as emocións e a creatividade.
8	7	2021	189	8 de xullo de 1926. Naceu a psiquiatra Elizabeth Kubler-Ross. É recoñecida como a principal autoridade en psicoloxía da morte.
9	7	2021	190	9 de xullo de 2015. Un equipo de investigación do IGME, a Universidade Complutense e a de Barcelona atopou unha mosca de hai 105 millóns de anos en perfecto estado de conservación. A mosca conservárase en ámbar na cova de El Soplao (Cantabria) e aínda levaba unha carga de pole no seu abdome.
10	7	2021	191	10 de xullo de 2020. O CSIC desenvolveu nanosondas con aplicacións no diagnóstico e tratamento de doenzas. As nanosondas poden utilizarse para detectar os primeiros estadios dunha enfermidade, para dirixir fármacos de forma focalizada e como transportadores de ADN ou virus.
11	7	2021	192	11 de xullo de 1901. Naceu a neurofisióloga Angélique Arvanitaki. Xunto a Nick Chalazonitis investigaron a actividade eléctrica das neuronas utilizando as fibras nerviosas do caracol común.
12	7	2021	193	12 de xullo de 1764. Tivo lugar o primeiro avistamento dunha nebulosa. Descubriuna o astrónomo Charles Messier e púxolle o número 27 do seu catálogo (M27). Tamén se coñece como nebulosa Dumbbell.
13	7	2021	194	13 de xullo de 1923. Recoñeceuse por primeira vez a existencia de ovos de dinosauro fosilizados. A descuberta tivo lugar no deserto de Gobi. Inicialmente críase que pertencían a Protoceratops, mais en 1995 determinouse que pertencen a Oviraptor.
14	7	2021	195	14 de xullo de 1862. Naceu a experta en cristalografía, mineraloxía e petrografía Florence Bascom. Foi a primeira xeóloga de EE.UU.
15	7	2021	196	15 de xullo de 1799. Durante a campaña de Napoleón en Exipto, descubriuse a pedra de Rosetta. Esta pedra está inscrita en grego, xeróglifo e demótico, e é a chave que permite descifrar os xeróglifos exipcios.
16	7	2021	197	16 de xullo de 2020. A misión Solar Orbiter, da Axencia Espacial Europea (ESA) e a NASA, con participación do CSIC, obtivo o primeiro mapa magnético do Sol. O campo magnético solar é responsable dos fenómenos que observamos no Sol, como as manchas, as tormentas ou o vento solar.
17	7	2021	198	17 de xullo de 1819. Naceu a climatóloga e inventora Eunice Newton Foote. Foi unha pioneira na investigación do efecto invernadoiro. Anticipouse tres anos aos experimentos de John Tyndall, a quen se consideraba o descubridor do efecto do CO2 na atmosfera.
18	7	2021	199	18 de xullo de 1881. Naceu a pedagoga e humanista María de Maeztu. Foi directora de importantes institucións pedagóxicas no ensino de mulleres (a Residencia Internacional de Señoritas, o Instituto-Escola e o Lyceum Club Feminino). Traballou para que as súas alumnas tivesen unha formación intelectual que fomentase a responsabilidade civil e a participación igualitaria e integral na sociedade.
19	7	2021	200	19 de xullo de 1945. Naceu a xenetista Nancy Wexler. Colaborou no achado da localización do xene que causa a enfermidade de Huntington.
20	7	2021	201	20 de xullo de 1969. O módulo lunar de Apolo 11, chamado Eagle, aterrou con éxito na Lúa.
21	7	2021	202	21 de xullo de 2013. Desenvolveuse unha pel electrónica sensible e flexible que imita a pel humana real. Esta pel pode detectar e responder a diferentes niveis de presión.
22	7	2021	203	22 de xullo de 1871. Colouse a primeira pedra da ponte ferroviaria Tay (Escocia). Foi a ponte máis longa do mundo na súa época.
23	7	2021	204	23 de xullo de 2020. Un estudo con participación do CSIC revelou unha redución do 50% do ruído sísmico xerado pola actividade humana. Esta redución produciuse como consecuencia das medidas de confinamento pola pandemia do coronavirus.
24	7	2021	205	24 de xullo de 2009. Inaugurouse o Gran Telescopio Canarias, no Observatorio do Roque dos Muchachos. Converteuse no telescopio óptico máis grande do mundo.
25	7	2021	206	25 de xullo de 1938. Naceu a psicóloga Davida Teller. O seu traballo contribuíu á comprensión do desenvolvemento visual infantil.
26	7	2021	207	26 de xullo de 2005. Celebrouse o primeiro Día Internacional para a Defensa do Ecosistema Mangleiral.
27	7	2021	208	27 de xullo de 1995. A profesora Sheila Rowan presentou a súa tese de doutoramento sobre as ondas gravitacionais.
28	7	2021	209	28 de xullo de 1635. Naceu o científico inglés Robert Hooke. Foi a primeira persoa en describir a vida microscópica no seu libro Micrographia. Este libro contén por primeira vez a palabra célula.
29	7	2021	210	29 de xullo de 1796. Naceu o inventor Walter Hunt. É coñecido por ter creado o imperdible.
30	7	2021	211	30 de xullo de 1889. Naceu o enxeñeiro Vladimir Zworykin. Inventou o tubo de raios catódicos e, por iso, é coñecido como o pai da televisión.
31	7	2021	212	31 de xullo de 1923. Naceu a química Stephanie Kwolek. Sintetizou por primeira vez o vez o Kevlar, un polímero que se usa na fabricación de pneumáticos, velas náuticas ou chalecos antibalas pola súa lixeireza e extraordinaria resistencia.
1	8	2021	213	1 de agosto de 1920. Naceu Henrietta Lacks. Aos 31 anos faleceu por un cancro de colo de útero e foi doadora involuntaria das súas células cancerosas. Con elas desenvolveuse unha liña de cultivo celular inmortal chamada HeLa, acrónimo do seu nome, con que se realizaron decenas de miles de estudos científicos.
2	8	2021	214	2 de agosto de 1941. Naceu o biólogo Jules Hoffmann. Recibiu o Premio Nobel polos seus estudos no campo da inmunoloxía. Estes traballos revolucionaron a comprensión do sistema inmune mediante o descubrimento de principios fundamentais para a súa activación.
3	8	2021	215	3 de agosto de 1958. O submarino atómico Nautilus pasou baixo a cortiza xeada do océano Ártico, desde o océano Pacífico ata o Atlántico.
4	8	2021	216	4 de agosto de 1932. Naceu a informática Frances Elizabeth Allen. En 2006 converteuse na primeira muller gañadora do Premio Turing.
5	8	2021	217	5 de agosto de 2013. Unha compañía xaponesa desenvolveu un apósito reutilizable para tratar a hipertensión arterial crónica mediante a liberación continua de bisoprolol.
6	8	2021	218	6 de agosto de 1991. O científico da computación Tim Berners-Lee puxo en liña o primeiro servidor web. Este servidor atopábase na Organización Europea para a Investigación Nuclear (CERN).
7	8	2021	219	7 de agosto de 1933. Naceu a politóloga Elinor Ostrom. Foi a primeira muller en obter o Premio Nobel de Economía, en 2009. Estudou como as persoas interactúan para manter a longo prazo os niveis de produción de recursos comúns.
8	8	2021	220	8 de agosto de 1948. Naceu a enxeñeira e cosmonauta Svetlana Savítskaya. Foi a primeira muller en realizar dúas viaxes ao espazo exterior e en camiñar por el.
9	8	2021	221	9 de agosto de 1966. Naceu o investigador Glenn Postolski. Os seus traballos no campo das ciencias sociais céntranse nas políticas de medios masivos e o dereito á comunicación.
10	8	2021	222	10 de agosto de 2017. Un equipo do IGME obtivo a primeira secuencia de imaxes acústicas das plumas volcánicas que se emiten durante a erupción dun volcán submarino. O estudo realizouse preto da illa de El Hierro.
11	8	2021	223	11 de agosto de 1858. Naceu o Premio Nobel Christiaan Eijkman. É coñecido por ser o descubridor da importancia das vitaminas na dieta. Descubriu a vitamina B1.
12	8	2021	224	12 de agosto de 1898. Naceu a xeóloga mariña María Vasílievna Kliónova. Foi a primeira muller que investigou na Antártida.
13	8	2021	225	13 de agosto de 1797. Naceu o enxeñeiro e xeólogo Casiano de Prado. En 1862, participou no descubrimento dos primeiros achados paleolíticos da península Ibérica, no val do Manzanares.
14	8	2021	226	14 de agosto de 1777. Naceu Hans Christian Oersted. Foi o físico que descubriu o electromagnetismo.
15	8	2021	227	15 de agosto de 1896. Naceu a bioquímica Gerty Cori. Xunto ao seu marido Carl descubriron o mecanismo da conversión catalítica do glicóxeno (o ciclo de Cori). Foi a primeira muller en gañar o Premio Nobel en Fisioloxía e Medicina.
16	8	2021	228	16 de agosto de 1884. Naceu o pioneiro da ciencia ficción Hugo Gernsback. O seu enxeño e imaxinación foron desbordantes e rexistrou multitude de patentes. Por exemplo: un instrumento para captar mellor o son na radio, un novo método de depilación sen cera ou unha plataforma de aterraxe para máquinas voadoras.
17	8	2021	229	17 de agosto de 1737. Naceu o agrónomo, hixienista e nutricionista Antoine Parmentier. Grazas ao seu traballo, anuláronse as leis que prohibían o cultivo da pataca. Ata daquela, case todos os países europeos consideraban que a pataca non era comestible.
18	8	2021	230	18 de agosto de 1824. Fundouse o Real Conservatorio de Artes e Oficios, que almacena toda a información tecnolóxica e é o rexistro da propiedade intelectual.
19	8	2021	231	19 de agosto de 1790. Naceu o reloxeiro Edward John Dent. É recoñecido pola creación de reloxos de gran precisión e cronómetros mariños. Entre os seus reloxos máis famosos está o Big Ben de Londres.
20	8	2021	232	20 de agosto de 1994. O continente americano quedou declarado libre de poliomielite grazas ás campañas de vacinación.
21	8	2021	233	21 de agosto de 1961. Naceu a neurobióloga Mara Dierssen. É unha experta mundial no eido da neurobioloxía e a farmacoloxía, e unha das investigadoras máis salientables na síndrome de Down.
22	8	2021	234	22 de agosto de 1945. Faleceu a fisióloga Ida Henrietta Hyde. Desenvolveu un microeléctrodo suficientemente potente como para estimular tecidos e o suficientemente pequeno como para extraer tecido dunha célula.
23	8	2021	235	23 de agosto de 1931. Naceu o microbiólogo Hamilton O. Smith. Recibiu o Premio Nobel polos seus traballos sobre enzimas de restrición, capaces de cortaren os ácidos nucleicos en puntos concretos.
24	8	2021	236	24 de agosto de 1890. Naceu a bacterióloga Pearl Louella Kendrick. É coñecida por desenvolver a primeira vacina contra a tose ferina. Fíxoo en colaboración coa experta en saúde pública Grace Eldering e a química Loney Gordon.
25	8	2021	237	25 de agosto de 1900. Naceu o Premio Nobel Hans Adolf Krebs. Deu nome ao ciclo de Krebs, unha ruta metabólica que permite a obtención de enerxía para as células aerobias.
26	8	2021	238	26 de agosto de 1860. Naceu o enxeñeiro e arqueólogo Luis Siret y Cels. Descubriu os primeiros xacementos da cultura argárica no sueste español. A sociedade argárica foi unha das de maior relevancia na Europa do III e II milenio a.e.c.
27	8	2021	239	27 de agosto de 1956. A central nuclear de Calder Hall converteuse na primeira do Reino Unido en subministrar electricidade á poboación civil.
28	8	2021	240	28 de agosto de 2013. Cultiváronse cerebros humanos en miniatura, do tamaño dun chícharo, a partir de células nai.
29	8	2021	241	29 de agosto de 2019. O maior estudo realizado para pescudar a importancia dos xenes na conduta sexual confirmouse que non existe un único xene da homosexualidade e puxo de manifesto a complexidade da sexualidade humana.
30	8	2021	242	30 de agosto de 1984. A nave espacial Discovery despegou por primeira vez. Chegou a realizar 39 misións para a NASA.
31	8	2021	243	31 de agosto de 1912. Naceu o investigador Robert F. Borkenstein. Investigou a influencia do consumo de alcohol nos accidentes de tráfico. Inventou o alcoholímetro, un instrumento revolucionario para medir o nivel de alcohol no aire expirado.
1	9	2021	244	1 de setembro de 1914. Faleceu Martha, a derradeira pomba migratoria (Ectopistes migratorius). Tiña 29 anos e vivía en catividade no zoolóxico de Cincinnati (EE.UU.). En só un século pasou de ser a ave máis abondosa de Norteamérica a extinguirse.
2	9	2021	245	2 de setembro de 1948. Naceu a profesora de secundaria Christa Corrigan McAuliffe. Foi seleccionada entre máis de 11.000 solicitantes para participar no Proxecto Profesor no Espazo da NASA. Christa planeaba realizar experimentos e ensinar leccións desde o espazo. O transbordador espacial en que viaxaba explotou aos 72 segundos da engalaxe.
3	9	2021	246	3 de setembro de 1938. Naceu o químico Ryōji Noyori. Gañou o Premio Nobel polas súas investigacións sobre a catálise. Os seus métodos úsanse, por exemplo, para a produción de mentol.
4	9	2021	247	4 de setembro de 1998. Larry Page e Sergei Brin fundaron Google. O buscador comezou a desenvolverse en 1996 como un proxecto de investigación, cando eles dous eran estudantes de doutoramento.
5	9	2021	248	5 de setembro de 1885. Instalouse a primeira gasolineira. Foi nun garaxe de Indiana (Estados Unidos).
6	9	2021	249	6 de setembro de 1860. Naceu a socióloga e Premio Nobel da Paz Jane Addams. Foi pioneira na profesión de traballo social e fundou a casa de acollida Hull House, que tamén servía como institución sociolóxica para mulleres. Os seus traballos tiveron grande influencia sobre a Escola de Socioloxía de Chicago.
7	9	2021	250	7 de setembro de 2016. Investigadores do IGME, o Instituto de Ciencias do Mar (CSIC) e a Universidade das Palmas de Gran Canaria descubriron que a illa de El Hierro perdeu o 40% do seu volume durante un enorme derrubamento de terra. Este gran corremento tivo lugar hai 80.000 anos.
8	9	2021	251	8 de setembro de 1871. Naceu a inventora e pianista Mary Elizabeth Hallock-Greenewalt. As súas patentes permitiron o desenvolvemento de Sarabet, un órgano de cor. Este instrumento emitía luces de cores con intensidades e matices que estaban sincronizadas coa música.
9	9	2021	252	9 de setembro de 1936. Naceu a microbióloga molecular Daisy Roulland-Dussoix. Colaborou na descuberta dos enzimas de restrición.
10	9	2021	253	10 de setembro de 1984. Púxose a punto a técnica de pegada xenética, que permite identificar as persoas segundo o seu ADN. Esta técnica comezou a utilizarse en criminoloxía pouco despois.
11	9	2021	254	11 de setembro de 1942. Naceu a economista e historiadora económica Deirdre McCloskey. As súas investigacións inclúen o estudo das orixes do mundo moderno, o mal uso da significación estatística na economía e outras ciencias, e mais o estudo do capitalismo.
12	9	2021	255	12 de setembro de 1958. O enxeñeiro eléctrico Jack Kilby presentou o primeiro circuíto integrado do mundo. Os circuítos integrados tamén se coñecen como chips ou microchips.
13	9	2021	256	13 de setembro de 1956. A empresa IBM presentou o primeiro ordenador comercial que utilizaba almacenamento en disco.
14	9	2021	257	14 de setembro de 1849. Naceu o fisiólogo e Premio Nobel Iván Pavlov. Describiu en cans o modelo de estímulo-resposta ou condicionamento de Pavlov.
15	9	2021	258	15 de setembro de 1885. Constantin Fahlberg patentou a sacarina. Este adozante sintetizouse por primeira vez a partir de derivados do alcatrán de hulla.
16	9	2021	259	16 de setembro de 1884. Realizouse a primeira operación baixo anestesia local. Grazas ao seu éxito, comezou o seu uso xeneralizado en odontoloxía.
17	9	2021	260	17 de setembro de 1857. Naceu o físico e matemático Konstantín Tsiolkovski. Era xordo desde os 10 anos e completamente autodidacta. Os seus traballos permitiron pór en órbita o primeiro satélite artificial e a primeira viaxe dunha persoa ao espazo.
18	9	2021	261	18 de setembro de 1819. Naceu o físico Jean Foucault. Inventou o xiroscopio e o péndulo que demostra a rotación da Terra.
19	9	2021	262	19 de setembro de 1991. Descubríronse os restos momificados dunha persoa paleolítica (Ötzi) no glaciar Similaun dos Alpes, na fronteira italo-austríaca.
20	9	2021	263	20 de setembro de 1906. Naceu a matemática Vera Faddéyeva. Publicou algúns dos primeiros traballos sobre álxebra linear.
21	9	2021	264	21 de setembro de 1866. Naceu o médico e microbiólogo Charles Nicolle. Gañou o Premio Nobel ao descubrir que os piollos eran os principais transmisores do tifo.
22	9	2021	265	22 de setembro de 1863. Naceu o microbiólogo Alexandre Yersin. Foi codescubridor da bacteria responsable da peste bubónica, que se chama Yersinia pestis na súa honra.
23	9	2021	266	23 de setembro de 1889. Fundouse Nintendo. Nos seus inicios era unha fábrica de barallas de naipes xaponeses. En 1975 comezou a desenvolver videoxogos e, na actualidade, é unha das maiores empresas do mundo de hárdware e sóftware de entretemento.
24	9	2021	267	24 de setembro de 1905. Naceu o médico e científico español Severo Ochoa. Gañou o Premio Nobel polos seus estudos pioneiros sobre a síntese do ácido ribonucleico (ARN).
25	9	2021	268	25 de setembro de 1899. Naceu a neuróloga Margaret Kennard. É coñecida polos seus estudos sobre os efectos do dano neurolóxico nos primates.
26	9	2021	269	26 de setembro de 2013. O Curiosity Rover da NASA detectou unha gran cantidade de auga de fácil acceso no cráter Gale de Marte.
27	9	2021	270	27 de setembro de 1818. Naceu o inventor Cosme García. Foi o primeiro español en patentar un prototipo de submarino. Unha vez construído, este somerxible foi probado con éxito no porto de Alacante en 1860.
28	9	2021	271	28 de setembro de 1889. A primeira Conferencia Xeral de Pesos e Medidas definiu a lonxitude dun metro como a distancia entre dúas liñas nunha barra fabricada cunha aliaxe de platino con 10% de iridio, medida ao punto de fusión do xeo.
29	9	2021	272	29 de setembro de 1938. Naceu o físico Enrico Fermi. En 1938, recibiu o Premio Nobel de Física polos seus traballos sobre radioactividade inducida. Catro anos despois, realizou a primeira reacción nuclear de orixe humana.
30	9	2021	273	30 de setembro de 2009. O Observatorio Astronómico de Mallorca anunciou o descubrimento do cometa '2009QG31 La Sagra', máis alá da órbita de Marte.
1	10	2021	274	1 de outubro de 1883. Tivo lugar o primeiro ensaio de comunicación por teléfono en España. A liña estaba entre o Palacio Real e os ministerios en Madrid.
2	10	2021	275	2 de outubro de 1846. Comezou a funcionar a liña de telegrafía óptica de Castela, que ía desde Madrid ata Irún. Foi ideada por José María Mathé.
3	10	2021	276	3 de outubro de 1946. A química e cristalógrafa Rosalind Franklin publicou o seu doutoramento sobre química do carbón. O traballo foi chave para comprender a estrutura molecular do ADN.
4	10	2021	277	4 de outubro de 1949. Naceu o bioquímico Mariano Barbacid. Illou o primeiro oncoxene humano (H-ras). Os oncoxenes son os responsables de que unha célula normal se transforme nunha célula maligna que desenvolverá un cancro.
5	10	2021	278	5 de outubro de 1963. Naceu o microbiólogo Francisco Juan Martínez Mojica. Descubriu as secuencias repetidas CRISPR en arqueas. A tecnoloxía CRISPR-Cas de edición xenética baséase en parte no devandito descubrimento.
6	10	2021	279	6 de outubro de 1897. Naceu a bioquímica Florence Barbara Seibert. Desenvolveu un método para purificar a proteína derivada da tuberculina (PPD-S). Isto permitiu a creación dun test fiable para a tuberculose.
7	10	2021	280	7 de outubro de 1948. Naceu a naturalista e escritora Diane Ackerman. As súas obras de divulgación científica unen a poesía e un estilo sinxelo, o que lle proporcionou un grande éxito editorial.
8	10	2021	281	8 de outubro de 1958. O cirurxián sueco Ake Senning implantou o primeiro marcapasos.
9	10	2021	282	9 de outubro de 1902. A comunidade científica internacional recoñeceu a autenticidade da arte paleolítica da cova de Altamira. Estas pinturas foran descubertas pola nena María Sanz de Sautuola cando visitaba a cova en compaña de seu pai Marcelino.
10	10	2021	283	10 de outubro de 1966. Naceu a química Carolyn Bertozzi. Estudou o papel dos glícidos en doenzas como o cancro, a artrite ou a tuberculose.
11	10	2021	284	11 de outubro de 1755. Naceu o químico Fausto Delhuyar. Xunto ao seu irmán Juan José, tamén químico, foron os primeiros en illar o volframio (número atómico 74 na táboa periódica). Este metal é moi escaso e moi cobizado polas súas múltiplas aplicacións.
12	10	2021	285	12 de outubro de 1920. Naceu a microbióloga Leslie Barnett. Colaborou nalgúns dos avances e descubertas máis importantes sobre a estrutura e as funcións dos xenes.
13	10	2021	286	13 de outubro de 1914. Garret Morgan patentou a máscara de gas. Uns anos despois, este inventor creo o semáforo automático con luz de advertencia.
14	10	2021	287	14 de outubro de 1865. Naceu a xenetista Edith Rebecca Saunders. Xogou un papel importante no redescubrimento das leis da herdanza mendeliana e a comprensión da xenética das plantas.
15	10	2021	288	15 de outubro de 1902. Naceu a médica Amparo Poch y Gascón. Especializouse en puericultura e realizou un gran labor educativo entre as clases sociais máis modestas para evitar enfermidades de tipo venéreo.
16	10	2021	289	16 de outubro de 1969. Doñana converteuse en Parque Nacional. A súa marisma é lugar de paso, cría e invernada para miles de aves europeas e africanas.
17	10	2021	290	17 de outubro de 1919. Comezou a funcionar a primeira liña de metro de España. Discorría entre a Porta do Sol e Catro Camiños, en Madrid.
18	10	2021	291	18 de outubro de 1799. Naceu o químico Christian Schoenbein. Descubriu a nitrocelulosa e puxo nome ao ozono.
19	10	2021	292	19 de outubro de 1924. Naceu a patóloga Rosemary Bamforth. Estableceu o vínculo entre a morte por cancro de traballadores de barcos e a exposición ao amianto.
20	10	2021	293	20 de outubro de 1850. Naceu a naturalista Alice Blanche Balfour. Traballou no campo da entomoloxía e foi pioneira en xenética. Estudou como se herda o padrón de raias das cebras.
21	10	2021	294	21 de outubro de 1879. Thomas Edison presentou a lámpada eléctrica.
22	10	2021	295	22 de outubro de 1949. Naceu o médico Rafael Matesanz. En 1989 fundou a Organización Nacional de Transplantes (ONT), onde se estableceron os protocolos responsables de que España sexa líder mundial en transplantes.
23	10	2021	296	23 de outubro de 1887. A Armada Española comezou a construír o submarino Peral. Este somerxible torpedeiro a propulsión eléctrica foi o primeiro submarino militar da historia.
24	10	2021	297	24 de outubro de 1924. Naceu a bioquímica e especialista en cereais Evangelina Villegas. Co seu colega Surinder K. Vasal, desenvolveu a proteína de millo de alta calidade polo que obtiveron o Premio Mundial de Alimentos.
25	10	2021	298	25 de outubro de 1906. Santiago Ramón y Cajal recibiu a notificación de que gañara o Premio Nobel de Medicina. Ao parecer, a súa primeira reacción foi comentar que se trataba dunha broma dos estudantes. Ao día seguinte leuno nos xornais.
26	10	2021	299	26 de outubro de 1878. Naceu o matemático Sixto Cámara Tecedor. Foi cofundador da Asociación Española para o Progreso das Ciencias, a Sociedade Matemática Española e o Laboratorio e Seminario Matemático da Xunta para a Ampliación de Estudos.
27	10	2021	300	27 de outubro de 1904. Philip Downing inventou o apartado de correos, aínda en uso na actualidade.
28	10	2021	301	28 de outubro de 1848. Inaugúrase o primeiro ferrocarril da península Ibérica. Conectaba Barcelona con Mataró e a súa construción obrigou a perforar o primeiro túnel ferroviario de España.
29	10	2021	302	29 de outubro de 1969. Dous ordenadores de distintas universidades californianas conseguiron conectarse e enviar unha mensaxe a través dun novo protocolo, ARPANET. Esta rede é a precursora de internet.
30	10	2021	303	30 de outubro de 1900. Naceu o científico Ragnar Granit. Gañou o Premio Nobel polos seus descubrimentos dos procesos fisiolóxicos e químicos no ollo.
31	10	2021	304	31 de outubro de 1798. John Dalton descubriu a discromatopsia. Esta doenza da vista coñécese vulgarmente como daltonismo.
1	11	2021	305	1 de novembro de 1952. Illouse por primeira vez o elemento químico cun número atómico 100. O seu nome (fermio) é en homenaxe ao físico Enrico Fermi.
2	11	2021	306	2 de novembro de 1919. Naceu Marie Morisawa, unha das fundadoras da xeomorfoloxía ambiental. A xeomorfoloxía une xeografía​ e xeoloxía para estudar as formas da superficie terrestre e entender a súa formación e comportamento actual.
3	11	2021	307	3 de novembro de 1957. Laika viaxou ao espazo a bordo do Sputnik 2. Converteuse así no primeiro animal en facer un voo espacial.
4	11	2021	308	4 de novembro de 2008. Un equipo de investigación do IGME deu a coñecer o xacemento de ámbar cretácico de El Soplao. Ten unha dimensión e riqueza excepcionais e o seu ámbar azul-púrpura mostra unha luminescencia sen parangón no mundo.
5	11	2021	309	5 de novembro de 1794. A química Elizabeth Fulhame publicou "Un ensaio sobre a combustión". Foi o primeiro exemplo de catálise que se describiu.
6	11	2021	310	6 de novembro de 1935. O enxeñeiro Edwin Armstrong presentou o estudo titulado Un método de redución de molestias na radio mediante un sistema de modulación por frecuencia. Creouse así a radio FM (frecuencia modulada).
7	11	2021	311	7 de novembro de 1867. Naceu a química e física Marie Curie. Acuñou o termo radioactividade e foi a primeira persoa en recibir dous premios Nobel en distintas especialidades (Física e Química).
8	11	2021	312	8 de novembro de 1878. Naceu a paleontóloga e zoóloga Dorothea Bate. Foi pioneira en zooarqueoloxía e, xunto a Dorothy Garrod, atoparon os restos fósiles de numerosas especies que non foran descritas.
9	11	2021	313	9 de novembro de 1795. Naceu o cirurxián James Barry. Foi médico da Armada británica e traballou para mellorar as condicións dos soldados feridos. Realizou a primeira cesárea exitosa da que se ten constancia en África.
10	11	2021	314	10 de novembro de 1983. O estudante de doutoramento Fred Cohen creou un programa informático que é capaz de instalarse a si mesmo, replicarse e propagarse a outras máquinas. Naceu así o primeiro virus informático.
