dia	mes	agno	personaje	texto
11	11	2021	315	11 de novembro de 1930. Naceu a física Mildred Dresselhaus. É coñecida como a raíña da ciencia do carbón polos seus notables traballos sobre o grafito.
12	11	2021	316	12 de novembro de 1919. Naceu a bióloga molecular Grete Kellenberger-Gujer. O seu prestixio deriva dos seus achados sobre a recombinación xenética e a restrición do ADN.
13	11	2021	317	13 de novembro de 2013. A NASA publicou un vídeo que presenta a Marte como podería ter sido hai 4.000 millóns de anos, con ceos azuis e auga.
14	11	2021	318	14 de novembro de 1863. Naceu o químico Leo Baekeland. Inventou a baquelita, o primeiro plástico sintético. O seu baixo custo e versatilidade fixérona moi popular.
15	11	2021	319	15 de novembro de 1873. Naceu a médica Sara Josephine Baker. Realizou importantes contribucións para diminuír a taxa de mortalidade infantil.
16	11	2021	320	16 de novembro de 1940. Naceu a física María Josefa Yzuel Giménez. A súa investigación centrouse no campo da óptica e recibiu numerosas distincións a nivel nacional e internacional.
17	11	2021	321	17 de novembro de 2015. Un total de 195 estados ratificou a creación dos xeoparques mundiais da UNESCO. Trátase de lugares cun patrimonio xeolóxico de relevancia internacional que se empregan para promover o desenvolvemento sostible das comunidades que habitan neles.
18	11	2021	322	18 de novembro de 2010. A ASUR lanzou a primeira edición do Calendario Científico Escolar (en Romanía).
19	11	2021	323	19 de novembro de 2006. A compañía xaponesa de videoxogos Nintendo sacou ao mercado a consola Wii.
20	11	2021	324	20 de novembro de 1985. O cirurxián Leonard Lee Bailey realizou o primeiro transplante de corazón exitoso nun acabado de nacer.
21	11	2021	325	21 de novembro de 2013. O observatorio IceCube do Polo Sur detectou neutrinos de alta enerxía de orixe extraterrestre. A súa procedencia sitúase fóra do noso sistema solar.
22	11	2021	326	22 de novembro de 2013. Un equipo de investigación da Universidade de Bönn descubriu un xene de orixe neandertal en persoas actuais. Trátase dun xene da inmunidade que permite recoñecer intrusos perigosos e defenderse ante eles mediante unha resposta inmune.
23	11	2021	327	23 de novembro de 2002. Faleceu o bioquímico Ángel Martín Municio, o primeiro membro español da Organización Europea de Bioloxía Molecular. Foi presidente da Real Academia de Ciencias Exactas, Físicas e Naturais durante 17 anos.
24	11	2021	328	24 de novembro de 2021. Día da Evolución. Conmemórase a publicación en 1859 do libro A orixe das especies, de Charles Darwin.
25	11	2021	329	25 de novembro de 1884. Patentouse un método para producir leite evaporado, para poder conservar o leite máis tempo. Ese mesmo día, patentouse unha máquina para esterilizar as latas en que se conservaba este leite.
26	11	2021	330	26 de novembro de 1857. Naceu o lingüista Ferdinand de Saussure. É recoñecido como pioneiro da lingüística científica.
27	11	2021	331	27 de novembro de 1895. Alfred Nobel asinou o seu testamento. Nel establecía a creación dun fondo que se empregaría para outorgar cinco premios anuais: os premios Nobel.
28	11	2021	332	28 de novembro de 1920. Naceu a química Sagrario Ramírez Gallardo. Inventou e patentou a gasolina sólida.
29	11	2021	333	29 de novembro de 1926. Naceu a astrónoma Dilhan Eryurt. O seu traballo proporcionou información crucial á NASA para modelar o impacto solar na contorna lunar. Foi premiada pola súa contribución na aluaxe do Apolo 11.
30	11	2021	334	30 de novembro de 1720. Naceu a matemática e escritora María Andresa Casamayor y de la Coma. Foi autora do Tirocinio Arithmetico, obra para ensinar matemáticas desde e para a vida diaria. Publicou este libro co pseudónimo masculino Casandro Mamés de La Marca y Araioa, usando as letras do seu nome en diferente orde.
1	12	2021	335	1 de decembro de 1913. Naceu a psicóloga Mary Ainsworth. Xunto a John Bowlby, desenvolveron a teoría do apego.
2	12	2021	336	2 de decembro de 1942. Enrico Fermi puxo en funcionamento a Chicago Pile-1, o primeiro reactor nuclear artificial do mundo. O reactor estaba formado por unha pila de uranio e bloques de grafito.
3	12	2021	337	3 de decembro de 1842. Naceu a química e ecóloga Ellen Swallow Richards. Foi unha das fundadoras da hixiene ambiental, fase previa á ecoloxía moderna.
4	12	2021	338	4 de decembro de 1844. Naceu Augusto Arcimís. Foi o primeiro meteorólogo profesional español e o primeiro director do Instituto Central Meteorolóxico (agora Axencia Estatal de Meteoroloxía).
5	12	2021	339	5 de decembro de 1854. Aaron H. Allen patentou a butaca con asento abatible. Hoxe en día, este tipo de butaca emprégase en case todos os teatros e auditorios do mundo.
6	12	2021	340	6 de decembro de 1888. Naceu a zoóloga Libbie Henrietta Hyman. A súa obra en seis volumes Os invertebrados continúa a ser un traballo de referencia na actualidade.
7	12	2021	341	7 de decembro de 1949. A mestra Ángela Ruiz Robles patentou a enciclopedia mecánica. Este invento considérase o precursor do libro electrónico. Incluía unha forte perspectiva de atención á diversidade, coa posibilidade de montar audios e lupas para o alumnado con problemas de acceso.
8	12	2021	342	8 de decembro de 2013. Na Universidade de Lyon mostrouse un novo método para extraer hidróxeno das rochas e a auga. Esta técnica podería converterse nunha nova fonte de enerxía verde.
9	12	2021	343	9 de decembro de 1979. Erradicouse por primeira vez unha doenza. Foi a varíola e logrouse grazas á vacinación.
10	12	2021	344	10 de decembro de 1823. A paleontóloga Mary Anning descubriu o primeiro esqueleto completo dun plesiosauro. Este gran réptil mariño viviu a comezos do Xurásico.
11	12	2021	345	11 de decembro de 1863. Naceu a astrónoma Annie Jump Cannon. Descubriu 300 estrelas variables e o seu traballo de catalogación foi fundamental para a actual clasificación estelar.
12	12	2021	346	12 de decembro de 1901. Guglielmo Marconi realizou a primeira comunicación radiofónica transatlántica entre Cornualles (Reino Unido) e Terranova (Canadá).
13	12	2021	347	13 de decembro de 1816. Naceu o inventor Werner von Siemens. Está considerado un dos pais da enxeñaría eléctrica e o seu apelido quedou ligado para sempre á empresa que fundou: Siemens.
14	12	2021	348	14 de decembro de 1911. A expedición norueguesa dirixida por Roald Amundsen chegou ao Polo Sur. Por se o equipo non conseguía regresar, deixaron alí unha tenda cunha carta no seu interior para demostrar o seu logro.
15	12	2021	349	15 de decembro de 2010. Arrancou a Expedición de Circunnavegación Malaspina. Os buques Hespérides e Sarmiento de Gamboa (CSIC) deron a volta ao mundo para realizar investigación científica, formar mozos investigadores e fomentar as ciencias mariñas. O seu nome é unha homenaxe á expedición que dirixiu Alejandro Malaspina no século XVIII.
16	12	2021	350	16 de decembro de 1954. Tracy Hall obtivo os primeiros diamantes sintéticos nos laboratorios de General Electrics.
17	12	2021	351	17 de decembro de 2014. Un estudo do IGME e as universidades de Barcelona e Harvard demostrou a existencia de gambas de terra en Áraba. Estes crustáceos viviron hai 105 millóns de anos e ficaron conservados en ámbar.
18	12	2021	352	18 de decembro de 2019. Describiuse unha nova especie de parasito en marsupiais. O seu nome é Theileria lupei en recoñecemento á veterinaria Guadalupe Miró, pola súa contribución ao campo da parasitoloxía.
19	12	2021	353	19 de decembro de 2016. A revista Nature nomeou a Alexandra Elbakyan unha das dez persoas máis destacadas do ano en ciencia. Alexandra é a fundadora de Sci-Hub, unha páxina web con acceso gratuíto a millóns de artigos científicos.
20	12	2021	354	20 de decembro de 1852. Naceu o bacteriólogo Kitasato Shibasaburō. Foi codescubridor da bacteria que causa a peste bubónica e desenvolveu tratamentos para o tétanos, a difteria e o ántrax. Tamén deu nome a un instrumento de laboratorio: o matraz kitasato.
21	12	2021	355	21 de decembro de 1773. Naceu o botánico Robert Brown. Descubriu que as minúsculas partículas suspendidas nos líquidos están en movemento. Isto coñécese como movemento browniano.
22	12	2021	356	22 de decembro de 1882. Edward Hibberd Johnson converteuse na primeira persoa no mundo que adornou a súa árbore do Nadal con luces eléctricas. Nesa época, era habitual utilizar candeas, o que provocaba numerosos incendios.
23	12	2021	357	23 de decembro de 1947. Os físicos Walter Brattain e John Bardeen desenvolveron o primeiro transistor. Este dispositivo é a base do funcionamento da maioría dos aparellos electrónicos.
24	12	2021	358	24 de decembro de 1913. Naceu a química Miriam Michael Stimson. Desenvolveu a técnica de disco de bromuro de potasio. Este método de preparación das mostras mellora a súa análise mediante espectroscopia infravermella.
25	12	2021	359	25 de decembro de 1901. Naceu Richard Shope, o especialista en patoloxía animal que illou por primeira vez un influenzavirus. Estes virus causan a gripe en aves e mamíferos (incluídos os humanos).
26	12	2021	360	26 de decembro de 1780. Naceu a matemática e astrónoma Mary Fairfax Greig Somerville. Propuxo a existencia dun planeta que alteraba a órbita de Urano. Posteriormente, demostrouse que ese planeta era Neptuno.
27	12	2021	361	27 de decembro de 1822. Naceu o químico e microbiólogo Louis Pasteur. Demostrou que a fermentación era causada por microorganismos e inventou a pasteurización. Este método permite o control dos microbios en líquidos, como o leite.
28	12	2021	362	28 de decembro de 1956. Naceu a física Teresa Rodrigo Anoro. Xogou un papel importante no descubrimento do bosón de Higgs no ano 2012. Foi directora do Instituto de Física de Cantabria e formou parte do Comité de Política Científica do CERN.
29	12	2021	363	29 de decembro de 1800. Naceu o inventor Charles Goodyear. Descubriu o proceso de vulcanización do caucho, con que se fan os pneumáticos.
30	12	2021	364	30 de decembro de 1930. Naceu a química e farmacéutica Youyou Tu. Recibiu o Premio Nobel por descubrir unha nova terapia contra a malaria.
31	12	2021	365	31 de decembro de 2019. A Oficina da OMS na China recibiu un aviso de varios casos de pneumonía de causa descoñecida na cidade de Wuhan. Posteriormente, determinouse que o causante da enfermidade era o coronavirus SARS-CoV-2.
